y,x1,x2
75.02,0.1,5.0
75.32502311235699,0.10981963927855712,5.01002004008016
75.63103433319546,0.11963927855711423,5.020040080160321
75.93803366251541,0.12945891783567134,5.030060120240481
76.24602110031687,0.13927855711422846,5.040080160320641
76.5549966465998,0.14909819639278557,5.050100200400801
76.86496030136425,0.1589178356713427,5.060120240480962
77.17591206461019,0.16873747494989982,5.070140280561122
77.4878519363376,0.17855711422845694,5.080160320641283
77.80077991654653,0.18837675350701405,5.090180360721443
78.11469600523692,0.19819639278557116,5.1002004008016035
78.42960020240882,0.20801603206412828,5.110220440881763
78.74549250806221,0.2178356713426854,5.1202404809619235
79.0623729221971,0.2276553106212425,5.130260521042084
79.38024144481348,0.23747494989979961,5.140280561122244
79.69909807591134,0.24729458917835673,5.150300601202405
80.0189428154907,0.25711422845691384,5.160320641282565
80.33977566355156,0.26693386773547095,5.170340681362726
80.66159662009392,0.27675350701402807,5.180360721442886
80.98440568511772,0.2865731462925852,5.190380761523046
81.30820285862305,0.2963927855711423,5.200400801603206
81.63298814060988,0.3062124248496994,5.210420841683367
81.95876153107818,0.3160320641282565,5.220440881763527
82.285523030028,0.32585170340681363,5.2304609218436875
82.61327263745929,0.3356713426853708,5.240480961923848
82.94201035337208,0.3454909819639279,5.250501002004008
83.27173617776634,0.355310621242485,5.260521042084168
83.60245011064212,0.36513026052104214,5.270541082164328
83.93415215199938,0.37494989979959925,5.280561122244489
84.26684230183814,0.38476953907815636,5.290581162324649
84.60052056015839,0.3945891783567135,5.30060120240481
84.93518692696013,0.4044088176352706,5.31062124248497
85.27084140224338,0.4142284569138277,5.320641282565131
85.60748398600809,0.4240480961923848,5.330661322645291
85.9451146782543,0.43386773547094193,5.340681362725451
86.28373347898201,0.44368737474949904,5.350701402805611
86.62334038819121,0.45350701402805615,5.3607214428857715
86.96393540588191,0.46332665330661327,5.370741482965932
87.3055185320541,0.4731462925851704,5.380761523046092
87.64808976670777,0.4829659318637275,5.390781563126253
87.99164910984291,0.4927855711422846,5.400801603206412
88.33619656145959,0.5026052104208417,5.410821643286573
